#FEDEM	R7.2.1  6 jan 2017 11:53:51
#PARENT	D:\Src\ftKernel.git\solverTests\CamJoint\PearCamWithFriction.fmm
#FILE 	D:\Src\ftKernel.git\solverTests\CamJoint\SystemEnergy_R253.asc
#USER 	kmo
#DATE 	Wed Sep 19 08:52:44 2018
#
#DESCRIPTION	Checksum_ref	Friction_loss_ref	Input_ref	Loss_ref	Strain_ref
3.83800000e+00	-2.62407585e+00	5.88114448e+00	1.51735078e+01	1.14580201e+01	1.08055714e+00
3.83900000e+00	-2.62206442e+00	5.88691921e+00	1.51206916e+01	1.14745349e+01	1.01335061e+00
3.84000000e+00	-2.62010380e+00	5.89245966e+00	1.50707092e+01	1.14903957e+01	9.49559886e-01
3.84100000e+00	-2.61823049e+00	5.89776709e+00	1.50234391e+01	1.15056065e+01	8.89052979e-01
3.84200000e+00	-2.61641497e+00	5.90285758e+00	1.49787463e+01	1.15201878e+01	8.31698922e-01
3.84300000e+00	-2.61467524e+00	5.90772689e+00	1.49365431e+01	1.15341543e+01	7.77365941e-01
3.84400000e+00	-2.61299527e+00	5.91239342e+00	1.48967196e+01	1.15475407e+01	7.25924429e-01
3.84500000e+00	-2.61138573e+00	5.91685454e+00	1.48591590e+01	1.15603561e+01	6.77253802e-01
3.84600000e+00	-2.60983390e+00	5.92112598e+00	1.48237685e+01	1.15726247e+01	6.31237467e-01
3.84700000e+00	-2.60835014e+00	5.92520460e+00	1.47904508e+01	1.15843559e+01	5.87761241e-01
3.84800000e+00	-2.60692085e+00	5.92910578e+00	1.47591126e+01	1.15955810e+01	5.46712351e-01
3.84900000e+00	-2.60555558e+00	5.93282744e+00	1.47296615e+01	1.16063063e+01	5.07985735e-01
3.85000000e+00	-2.60424412e+00	5.93638436e+00	1.47020088e+01	1.16165568e+01	4.71478899e-01
3.85100000e+00	-2.60299190e+00	5.93977131e+00	1.46760726e+01	1.16263388e+01	4.37091781e-01
3.85200000e+00	-2.60179604e+00	5.94299634e+00	1.46517669e+01	1.16356718e+01	4.04727967e-01
3.85300000e+00	-2.60065330e+00	5.94606694e+00	1.46290145e+01	1.16445726e+01	3.74295109e-01
3.85400000e+00	-2.59956474e+00	5.94898666e+00	1.46077409e+01	1.16530531e+01	3.45704543e-01
3.85500000e+00	-2.59821115e+00	5.95203910e+00	1.45878925e+01	1.16613826e+01	3.18989377e-01
3.85600000e+00	-2.59723217e+00	5.95467064e+00	1.45694155e+01	1.16689953e+01	2.93971644e-01
3.85700000e+00	-2.59629397e+00	5.95716340e+00	1.45522186e+01	1.16762308e+01	2.70530674e-01
3.85800000e+00	-2.59540134e+00	5.95952678e+00	1.45362167e+01	1.16831315e+01	2.48568537e-01
3.85900000e+00	-2.59455275e+00	5.96176918e+00	1.45213260e+01	1.16896996e+01	2.28027982e-01
3.86000000e+00	-2.59375670e+00	5.96389161e+00	1.45074876e+01	1.16959133e+01	2.08846472e-01
3.86100000e+00	-2.59300133e+00	5.96589643e+00	1.44946757e+01	1.17018061e+01	1.90948769e-01
3.86200000e+00	-2.59228694e+00	5.96779026e+00	1.44828261e+01	1.17074047e+01	1.74263636e-01
3.86300000e+00	-2.59161175e+00	5.96957862e+00	1.44718677e+01	1.17127111e+01	1.58734027e-01
3.86400000e+00	-2.59097667e+00	5.97126432e+00	1.44617598e+01	1.17177254e+01	1.44305109e-01
3.86500000e+00	-2.59037870e+00	5.97285033e+00	1.44524602e+01	1.17224629e+01	1.30915890e-01
3.86600000e+00	-2.58981517e+00	5.97434113e+00	1.44439197e+01	1.17269416e+01	1.18507472e-01
3.86700000e+00	-2.58928674e+00	5.97574123e+00	1.44360890e+01	1.17311681e+01	1.07028309e-01
3.86800000e+00	-2.58879211e+00	5.97705388e+00	1.44289243e+01	1.17351468e+01	9.64294114e-02
3.86900000e+00	-2.58832938e+00	5.97828208e+00	1.44223888e+01	1.17388885e+01	8.66602410e-02
3.87000000e+00	-2.58789731e+00	5.97942945e+00	1.44164424e+01	1.17424055e+01	7.76717246e-02
3.87100000e+00	-2.58749467e+00	5.98049968e+00	1.44110442e+01	1.17457061e+01	6.94184241e-02
3.87200000e+00	-2.58712087e+00	5.98149602e+00	1.44061580e+01	1.17487969e+01	6.18574810e-02
3.87300000e+00	-2.58677437e+00	5.98242141e+00	1.44017497e+01	1.17516861e+01	5.49465263e-02
3.87400000e+00	-2.58645385e+00	5.98327897e+00	1.43977862e+01	1.17543832e+01	4.86443485e-02
3.87500000e+00	-2.58615827e+00	5.98407186e+00	1.43942348e+01	1.17568964e+01	4.29119161e-02
3.87600000e+00	-2.58588669e+00	5.98480310e+00	1.43910643e+01	1.17592329e+01	3.77123160e-02
3.87700000e+00	-2.58563792e+00	5.98547553e+00	1.43882458e+01	1.17614000e+01	3.30098748e-02
3.87800000e+00	-2.58541085e+00	5.98609193e+00	1.43857519e+01	1.17634053e+01	2.87701345e-02
3.87900000e+00	-2.58520432e+00	5.98665512e+00	1.43835556e+01	1.17652566e+01	2.49601500e-02
3.88000000e+00	-2.58501741e+00	5.98716785e+00	1.43816315e+01	1.17669609e+01	2.15486639e-02
3.88100000e+00	-2.58484335e+00	5.98763283e+00	1.43799554e+01	1.17685279e+01	1.85083244e-02
3.88200000e+00	-2.58468724e+00	5.98805263e+00	1.43785047e+01	1.17699605e+01	1.58083101e-02
3.88300000e+00	-2.58454858e+00	5.98842974e+00	1.43772580e+01	1.17712655e+01	1.34208002e-02
3.88400000e+00	-2.58442576e+00	5.98876670e+00	1.43761950e+01	1.17724504e+01	1.13198941e-02
3.88500000e+00	-2.58431816e+00	5.98906601e+00	1.43752963e+01	1.17735215e+01	9.48069065e-03
3.88600000e+00	-2.58422440e+00	5.98933009e+00	1.43745439e+01	1.17744851e+01	7.88010080e-03
3.88700000e+00	-2.58414371e+00	5.98956132e+00	1.43739209e+01	1.17753474e+01	6.49573737e-03
3.88800000e+00	-2.58407485e+00	5.98976202e+00	1.43734114e+01	1.17761148e+01	5.30676499e-03
3.88900000e+00	-2.58401697e+00	5.98993451e+00	1.43730008e+01	1.17767932e+01	4.29318506e-03
3.89000000e+00	-2.58396904e+00	5.99008107e+00	1.43726754e+01	1.17773888e+01	3.43650114e-03
3.89100000e+00	-2.58393015e+00	5.99020393e+00	1.43724226e+01	1.17779073e+01	2.71908941e-03
3.89200000e+00	-2.58389934e+00	5.99030531e+00	1.43722308e+01	1.17783545e+01	2.12464541e-03
3.89300000e+00	-2.58384688e+00	5.99038744e+00	1.43720893e+01	1.17787516e+01	1.65110146e-03
3.89400000e+00	-2.58380121e+00	5.99045247e+00	1.43719890e+01	1.17790864e+01	1.27268922e-03
3.89500000e+00	-2.58376854e+00	5.99050247e+00	1.43719211e+01	1.17793613e+01	9.72448645e-04
3.89600000e+00	-2.58374112e+00	5.99053951e+00	1.43718783e+01	1.17795863e+01	7.40600644e-04
3.89700000e+00	-2.58372254e+00	5.99056563e+00	1.43718544e+01	1.17797655e+01	5.63194816e-04
3.89800000e+00	-2.58370769e+00	5.99058284e+00	1.43718435e+01	1.17799062e+01	4.32446183e-04
3.89900000e+00	-2.58369829e+00	5.99059311e+00	1.43718413e+01	1.17800131e+01	3.37394985e-04
3.90000000e+00	-2.58369110e+00	5.99059833e+00	1.43718442e+01	1.17800924e+01	2.71744006e-04
3.90100000e+00	-2.58368667e+00	5.99060029e+00	1.43718496e+01	1.17801487e+01	2.27276372e-04
3.90200000e+00	-2.58368297e+00	5.99060068e+00	1.43718556e+01	1.17801876e+01	1.99161838e-04
3.90300000e+00	-2.58368014e+00	5.99060068e+00	1.43718615e+01	1.17802133e+01	1.81760982e-04
3.90400000e+00	-2.58367719e+00	5.99060068e+00	1.43718671e+01	1.17802298e+01	1.71976712e-04
3.90500000e+00	-2.58367453e+00	5.99060068e+00	1.43718724e+01	1.17802402e+01	1.66618200e-04
3.90600000e+00	-2.58367190e+00	5.99060068e+00	1.43718775e+01	1.17802469e+01	1.64145025e-04
3.90700000e+00	-2.58366958e+00	5.99060068e+00	1.43718824e+01	1.17802511e+01	1.63186743e-04
3.90800000e+00	-2.58366748e+00	5.99060068e+00	1.43718872e+01	1.17802539e+01	1.63203595e-04
3.90900000e+00	-2.58366565e+00	5.99060068e+00	1.43718918e+01	1.17802556e+01	1.63689338e-04
3.91000000e+00	-2.58366406e+00	5.99060068e+00	1.43718964e+01	1.17802568e+01	1.64447658e-04
3.91100000e+00	-2.58366268e+00	5.99060068e+00	1.43719009e+01	1.17802575e+01	1.65300888e-04
3.91200000e+00	-2.58366150e+00	5.99060068e+00	1.43719053e+01	1.17802580e+01	1.66169981e-04
3.91300000e+00	-2.58366048e+00	5.99060068e+00	1.43719096e+01	1.17802583e+01	1.67010135e-04
3.91400000e+00	-2.58365962e+00	5.99060068e+00	1.43719139e+01	1.17802585e+01	1.67787312e-04
3.91500000e+00	-2.58365886e+00	5.99060068e+00	1.43719182e+01	1.17802586e+01	1.68506128e-04
3.91600000e+00	-2.58365821e+00	5.99060068e+00	1.43719224e+01	1.17802587e+01	1.69150039e-04
3.91700000e+00	-2.58365764e+00	5.99060068e+00	1.43719266e+01	1.17802587e+01	1.69737762e-04
3.91800000e+00	-2.58365715e+00	5.99060068e+00	1.43719308e+01	1.17802588e+01	1.70260420e-04
3.91900000e+00	-2.58365672e+00	5.99060068e+00	1.43719350e+01	1.17802588e+01	1.70737401e-04
3.92000000e+00	-2.58365634e+00	5.99060068e+00	1.43719391e+01	1.17802588e+01	1.71163877e-04
3.92100000e+00	-2.58365600e+00	5.99060068e+00	1.43719433e+01	1.17802588e+01	1.71555625e-04
3.92200000e+00	-2.58365570e+00	5.99060068e+00	1.43719474e+01	1.17802588e+01	1.71910253e-04
3.92300000e+00	-2.58365543e+00	5.99060068e+00	1.43719515e+01	1.17802588e+01	1.72239294e-04
3.92400000e+00	-2.58365519e+00	5.99060068e+00	1.43719556e+01	1.17802588e+01	1.72541855e-04
3.92500000e+00	-2.58365497e+00	5.99060068e+00	1.43719597e+01	1.17802588e+01	1.72825834e-04
3.92600000e+00	-2.58365476e+00	5.99060068e+00	1.43719638e+01	1.17802588e+01	1.73091228e-04
3.92700000e+00	-2.58365458e+00	5.99060068e+00	1.43719679e+01	1.17802589e+01	1.73343272e-04
3.92800000e+00	-2.58365441e+00	5.99060068e+00	1.43719720e+01	1.17802589e+01	1.73582435e-04
3.92900000e+00	-2.58365425e+00	5.99060068e+00	1.43719761e+01	1.17802589e+01	1.73812068e-04
3.93000000e+00	-2.58365409e+00	5.99060069e+00	1.43719802e+01	1.17802589e+01	1.74032837e-04
3.93100000e+00	-2.58365394e+00	5.99060069e+00	1.43719843e+01	1.17802589e+01	1.74246849e-04
3.93200000e+00	-2.58365380e+00	5.99060069e+00	1.43719884e+01	1.17802589e+01	1.74454783e-04
3.93300000e+00	-2.58365366e+00	5.99060070e+00	1.43719925e+01	1.17802589e+01	1.74657961e-04
3.93400000e+00	-2.58365352e+00	5.99060070e+00	1.43719966e+01	1.17802589e+01	1.74856986e-04
3.93500000e+00	-2.58365339e+00	5.99060070e+00	1.43720007e+01	1.17802589e+01	1.75052682e-04
3.93600000e+00	-2.58365326e+00	5.99060071e+00	1.43720048e+01	1.17802589e+01	1.75245559e-04
3.93700000e+00	-2.58365314e+00	5.99060071e+00	1.43720089e+01	1.17802589e+01	1.75436125e-04
3.93800000e+00	-2.58365302e+00	5.99060072e+00	1.43720130e+01	1.17802589e+01	1.75624782e-04
3.93900000e+00	-2.58365290e+00	5.99060072e+00	1.43720171e+01	1.17802589e+01	1.75811857e-04
3.94000000e+00	-2.58365278e+00	5.99060072e+00	1.43720212e+01	1.17802589e+01	1.75997648e-04
3.94100000e+00	-2.58365267e+00	5.99060073e+00	1.43720253e+01	1.17802589e+01	1.76182370e-04
3.94200000e+00	-2.58365255e+00	5.99060073e+00	1.43720294e+01	1.17802589e+01	1.76366249e-04
3.94300000e+00	-2.58365244e+00	5.99060074e+00	1.43720335e+01	1.17802589e+01	1.76549413e-04
3.94400000e+00	-2.58365232e+00	5.99060074e+00	1.43720376e+01	1.17802589e+01	1.76732038e-04
3.94500000e+00	-2.58365221e+00	5.99060075e+00	1.43720417e+01	1.17802589e+01	1.76914203e-04
3.94600000e+00	-2.58365210e+00	5.99060075e+00	1.43720458e+01	1.17802589e+01	1.77096034e-04
3.94700000e+00	-2.58365199e+00	5.99060076e+00	1.43720499e+01	1.17802589e+01	1.77277591e-04
3.94800000e+00	-2.58365187e+00	5.99060076e+00	1.43720540e+01	1.17802589e+01	1.77458951e-04
3.94900000e+00	-2.58365176e+00	5.99060077e+00	1.43720581e+01	1.17802590e+01	1.77640168e-04
3.95000000e+00	-2.58365165e+00	5.99060077e+00	1.43720623e+01	1.17802590e+01	1.77821289e-04
3.95100000e+00	-2.58365154e+00	5.99060078e+00	1.43720664e+01	1.17802590e+01	1.78002353e-04
3.95200000e+00	-2.58365143e+00	5.99060078e+00	1.43720705e+01	1.17802590e+01	1.78183393e-04
3.95300000e+00	-2.58365132e+00	5.99060079e+00	1.43720746e+01	1.17802590e+01	1.78364436e-04
3.95400000e+00	-2.58365121e+00	5.99060079e+00	1.43720787e+01	1.17802590e+01	1.78545509e-04
3.95500000e+00	-2.58365109e+00	5.99060080e+00	1.43720828e+01	1.17802590e+01	1.78726625e-04
3.95600000e+00	-2.58365098e+00	5.99060080e+00	1.43720870e+01	1.17802590e+01	1.78907808e-04
3.95700000e+00	-2.58365087e+00	5.99060081e+00	1.43720911e+01	1.17802590e+01	1.79089067e-04
3.95800000e+00	-2.58365076e+00	5.99060081e+00	1.43720952e+01	1.17802590e+01	1.79270412e-04
3.95900000e+00	-2.58365065e+00	5.99060082e+00	1.43720993e+01	1.17802590e+01	1.79451859e-04
3.96000000e+00	-2.58365054e+00	5.99060082e+00	1.43721034e+01	1.17802590e+01	1.79633409e-04
3.96100000e+00	-2.58365042e+00	5.99060083e+00	1.43721076e+01	1.17802590e+01	1.79815075e-04
3.96200000e+00	-2.58365031e+00	5.99060083e+00	1.43721117e+01	1.17802590e+01	1.79996861e-04
3.96300000e+00	-2.58365020e+00	5.99060084e+00	1.43721158e+01	1.17802590e+01	1.80178771e-04
3.96400000e+00	-2.58365009e+00	5.99060084e+00	1.43721199e+01	1.17802590e+01	1.80360810e-04
3.96500000e+00	-2.58364998e+00	5.99060085e+00	1.43721241e+01	1.17802590e+01	1.80542982e-04
3.96600000e+00	-2.58364986e+00	5.99060085e+00	1.43721282e+01	1.17802590e+01	1.80725289e-04
3.96700000e+00	-2.58364975e+00	5.99060086e+00	1.43721323e+01	1.17802590e+01	1.80907735e-04
3.96800000e+00	-2.58364964e+00	5.99060086e+00	1.43721364e+01	1.17802591e+01	1.81090323e-04
3.96900000e+00	-2.58364952e+00	5.99060087e+00	1.43721406e+01	1.17802591e+01	1.81273053e-04
3.97000000e+00	-2.58364941e+00	5.99060087e+00	1.43721447e+01	1.17802591e+01	1.81455927e-04
3.97100000e+00	-2.58364930e+00	5.99060088e+00	1.43721488e+01	1.17802591e+01	1.81638948e-04
3.97200000e+00	-2.58364919e+00	5.99060088e+00	1.43721530e+01	1.17802591e+01	1.81822116e-04
3.97300000e+00	-2.58364907e+00	5.99060089e+00	1.43721571e+01	1.17802591e+01	1.82005432e-04
3.97400000e+00	-2.58364896e+00	5.99060089e+00	1.43721613e+01	1.17802591e+01	1.82188898e-04
3.97500000e+00	-2.58364884e+00	5.99060090e+00	1.43721654e+01	1.17802591e+01	1.82372514e-04
3.97600000e+00	-2.58364873e+00	5.99060090e+00	1.43721695e+01	1.17802591e+01	1.82556281e-04
3.97700000e+00	-2.58364862e+00	5.99060091e+00	1.43721737e+01	1.17802591e+01	1.82740200e-04
3.97800000e+00	-2.58364850e+00	5.99060091e+00	1.43721778e+01	1.17802591e+01	1.82924270e-04
3.97900000e+00	-2.58364839e+00	5.99060092e+00	1.43721820e+01	1.17802591e+01	1.83108493e-04
3.98000000e+00	-2.58364827e+00	5.99060092e+00	1.43721861e+01	1.17802591e+01	1.83292868e-04
3.98100000e+00	-2.58364816e+00	5.99060093e+00	1.43721902e+01	1.17802591e+01	1.83477396e-04
3.98200000e+00	-2.58364805e+00	5.99060093e+00	1.43721944e+01	1.17802591e+01	1.83662078e-04
3.98300000e+00	-2.58364793e+00	5.99060094e+00	1.43721985e+01	1.17802591e+01	1.83846913e-04
3.98400000e+00	-2.58364782e+00	5.99060094e+00	1.43722027e+01	1.17802591e+01	1.84031901e-04
3.98500000e+00	-2.58364770e+00	5.99060095e+00	1.43722068e+01	1.17802591e+01	1.84217042e-04
3.98600000e+00	-2.58364758e+00	5.99060095e+00	1.43722110e+01	1.17802592e+01	1.84402337e-04
3.98700000e+00	-2.58364745e+00	5.99060096e+00	1.43722151e+01	1.17802592e+01	1.84587785e-04
3.98800000e+00	-2.58364732e+00	5.99060096e+00	1.43722192e+01	1.17802592e+01	1.84773385e-04
3.98900000e+00	-2.58364719e+00	5.99060097e+00	1.43722234e+01	1.17802592e+01	1.84959139e-04
3.99000000e+00	-2.58364706e+00	5.99060097e+00	1.43722275e+01	1.17802592e+01	1.85145046e-04
3.99100000e+00	-2.58364693e+00	5.99060098e+00	1.43722317e+01	1.17802592e+01	1.85331105e-04
3.99200000e+00	-2.58364680e+00	5.99060098e+00	1.43722358e+01	1.17802592e+01	1.85517316e-04
3.99300000e+00	-2.58364667e+00	5.99060099e+00	1.43722399e+01	1.17802592e+01	1.85703679e-04
3.99400000e+00	-2.58364654e+00	5.99060099e+00	1.43722441e+01	1.17802592e+01	1.85890193e-04
3.99500000e+00	-2.58364641e+00	5.99060100e+00	1.43722482e+01	1.17802592e+01	1.86076859e-04
3.99600000e+00	-2.58364628e+00	5.99060100e+00	1.43722524e+01	1.17802592e+01	1.86263675e-04
3.99700000e+00	-2.58364615e+00	5.99060101e+00	1.43722565e+01	1.17802592e+01	1.86450641e-04
3.99800000e+00	-2.58364602e+00	5.99060101e+00	1.43722607e+01	1.17802592e+01	1.86637757e-04
3.99900000e+00	-2.58364589e+00	5.99060102e+00	1.43722648e+01	1.17802592e+01	1.86825021e-04
4.00000000e+00	-2.58364576e+00	5.99060102e+00	1.43722690e+01	1.17802592e+01	1.87012435e-04
4.00100000e+00	-2.58364562e+00	5.99060103e+00	1.43722731e+01	1.17802592e+01	1.87199996e-04
4.00200000e+00	-2.58364549e+00	5.99060103e+00	1.43722773e+01	1.17802592e+01	1.87387705e-04
4.00300000e+00	-2.58364536e+00	5.99060104e+00	1.43722814e+01	1.17802592e+01	1.87575560e-04
4.00400000e+00	-2.58364523e+00	5.99060104e+00	1.43722856e+01	1.17802593e+01	1.87763562e-04
4.00500000e+00	-2.58364510e+00	5.99060105e+00	1.43722897e+01	1.17802593e+01	1.87951709e-04
4.00600000e+00	-2.58364497e+00	5.99060105e+00	1.43722939e+01	1.17802593e+01	1.88140001e-04
4.00700000e+00	-2.58364484e+00	5.99060106e+00	1.43722980e+01	1.17802593e+01	1.88328437e-04
4.00800000e+00	-2.58364470e+00	5.99060106e+00	1.43723022e+01	1.17802593e+01	1.88517016e-04
4.00900000e+00	-2.58364457e+00	5.99060107e+00	1.43723064e+01	1.17802593e+01	1.88705738e-04
4.01000000e+00	-2.58364444e+00	5.99060107e+00	1.43723105e+01	1.17802593e+01	1.88894602e-04
4.01100000e+00	-2.58364431e+00	5.99060108e+00	1.43723147e+01	1.17802593e+01	1.89083608e-04
4.01200000e+00	-2.58364418e+00	5.99060108e+00	1.43723188e+01	1.17802593e+01	1.89272754e-04
4.01300000e+00	-2.58364404e+00	5.99060109e+00	1.43723230e+01	1.17802593e+01	1.89462039e-04
4.01400000e+00	-2.58364391e+00	5.99060109e+00	1.43723272e+01	1.17802593e+01	1.89651464e-04
4.01500000e+00	-2.58364378e+00	5.99060109e+00	1.43723313e+01	1.17802593e+01	1.89841027e-04
4.01600000e+00	-2.58364365e+00	5.99060110e+00	1.43723355e+01	1.17802593e+01	1.90030728e-04
4.01700000e+00	-2.58364351e+00	5.99060110e+00	1.43723397e+01	1.17802593e+01	1.90220566e-04
4.01800000e+00	-2.58364338e+00	5.99060111e+00	1.43723438e+01	1.17802593e+01	1.90410540e-04
4.01900000e+00	-2.58364325e+00	5.99060111e+00	1.43723480e+01	1.17802593e+01	1.90600650e-04
4.02000000e+00	-2.58364311e+00	5.99060112e+00	1.43723522e+01	1.17802593e+01	1.90790895e-04
4.02100000e+00	-2.58364298e+00	5.99060112e+00	1.43723563e+01	1.17802593e+01	1.90981274e-04
4.02200000e+00	-2.58364285e+00	5.99060113e+00	1.43723605e+01	1.17802593e+01	1.91171786e-04
4.02300000e+00	-2.58364271e+00	5.99060113e+00	1.43723647e+01	1.17802594e+01	1.91362432e-04
4.02400000e+00	-2.58364258e+00	5.99060114e+00	1.43723689e+01	1.17802594e+01	1.91553209e-04
4.02500000e+00	-2.58364245e+00	5.99060114e+00	1.43723730e+01	1.17802594e+01	1.91744119e-04
4.02600000e+00	-2.58364231e+00	5.99060114e+00	1.43723772e+01	1.17802594e+01	1.91935160e-04
4.02700000e+00	-2.58364218e+00	5.99060115e+00	1.43723814e+01	1.17802594e+01	1.92126331e-04
4.02800000e+00	-2.58364205e+00	5.99060115e+00	1.43723856e+01	1.17802594e+01	1.92317633e-04
4.02900000e+00	-2.58364191e+00	5.99060116e+00	1.43723898e+01	1.17802594e+01	1.92509064e-04
4.03000000e+00	-2.58364178e+00	5.99060116e+00	1.43723939e+01	1.17802594e+01	1.92700625e-04
4.03100000e+00	-2.58364165e+00	5.99060116e+00	1.43723981e+01	1.17802594e+01	1.92892314e-04
4.03200000e+00	-2.58364155e+00	5.99060113e+00	1.43724023e+01	1.17802594e+01	1.93084132e-04
4.03300000e+00	-2.58364145e+00	5.99060111e+00	1.43724065e+01	1.17802593e+01	1.93276076e-04
4.03400000e+00	-2.58364136e+00	5.99060108e+00	1.43724107e+01	1.17802593e+01	1.93468143e-04
4.03500000e+00	-2.58364129e+00	5.99060105e+00	1.43724149e+01	1.17802593e+01	1.93660339e-04
4.03600000e+00	-2.58364121e+00	5.99060102e+00	1.43724191e+01	1.17802592e+01	1.93852660e-04
4.03700000e+00	-2.58364114e+00	5.99060099e+00	1.43724233e+01	1.17802592e+01	1.94045108e-04
4.03800000e+00	-2.58364107e+00	5.99060096e+00	1.43724275e+01	1.17802592e+01	1.94237678e-04
4.03900000e+00	-2.58364099e+00	5.99060093e+00	1.43724318e+01	1.17802592e+01	1.94430378e-04
4.04000000e+00	-2.58364092e+00	5.99060091e+00	1.43724360e+01	1.17802591e+01	1.94623198e-04
4.04100000e+00	-2.58364085e+00	5.99060088e+00	1.43724402e+01	1.17802591e+01	1.94816148e-04
4.04200000e+00	-2.58364078e+00	5.99060085e+00	1.43724444e+01	1.17802591e+01	1.95009219e-04
4.04300000e+00	-2.58364071e+00	5.99060081e+00	1.43724487e+01	1.17802590e+01	1.95202419e-04
4.04400000e+00	-2.58364063e+00	5.99060078e+00	1.43724529e+01	1.17802590e+01	1.95395741e-04
4.04500000e+00	-2.58364056e+00	5.99060075e+00	1.43724571e+01	1.17802590e+01	1.95589191e-04
4.04600000e+00	-2.58364049e+00	5.99060072e+00	1.43724613e+01	1.17802590e+01	1.95782769e-04
4.04700000e+00	-2.58364042e+00	5.99060069e+00	1.43724656e+01	1.17802589e+01	1.95976468e-04
4.04800000e+00	-2.58364035e+00	5.99060066e+00	1.43724698e+01	1.17802589e+01	1.96170300e-04
4.04900000e+00	-2.58364028e+00	5.99060063e+00	1.43724740e+01	1.17802589e+01	1.96364253e-04
4.05000000e+00	-2.58364021e+00	5.99060060e+00	1.43724782e+01	1.17802588e+01	1.96558337e-04
4.05100000e+00	-2.58364014e+00	5.99060056e+00	1.43724825e+01	1.17802588e+01	1.96752549e-04
4.05200000e+00	-2.58364007e+00	5.99060053e+00	1.43724867e+01	1.17802588e+01	1.96946886e-04
4.05300000e+00	-2.58364000e+00	5.99060050e+00	1.43724909e+01	1.17802587e+01	1.97141357e-04
4.05400000e+00	-2.58363992e+00	5.99060047e+00	1.43724952e+01	1.17802587e+01	1.97335952e-04
4.05500000e+00	-2.58363985e+00	5.99060043e+00	1.43724994e+01	1.17802587e+01	1.97530681e-04
4.05600000e+00	-2.58363978e+00	5.99060040e+00	1.43725036e+01	1.17802586e+01	1.97725538e-04
4.05700000e+00	-2.58363971e+00	5.99060036e+00	1.43725079e+01	1.17802586e+01	1.97920529e-04
4.05800000e+00	-2.58363964e+00	5.99060033e+00	1.43725121e+01	1.17802586e+01	1.98115649e-04
4.05900000e+00	-2.58363957e+00	5.99060030e+00	1.43725164e+01	1.17802585e+01	1.98310906e-04
4.06000000e+00	-2.58363950e+00	5.99060026e+00	1.43725206e+01	1.17802585e+01	1.98506292e-04
4.06100000e+00	-2.58363943e+00	5.99060023e+00	1.43725248e+01	1.17802585e+01	1.98701817e-04
4.06200000e+00	-2.58363936e+00	5.99060019e+00	1.43725291e+01	1.17802584e+01	1.98897473e-04
4.06300000e+00	-2.58363929e+00	5.99060016e+00	1.43725333e+01	1.17802584e+01	1.99093269e-04
4.06400000e+00	-2.58363922e+00	5.99060012e+00	1.43725376e+01	1.17802584e+01	1.99289199e-04
4.06500000e+00	-2.58363915e+00	5.99060009e+00	1.43725418e+01	1.17802583e+01	1.99485269e-04
4.06600000e+00	-2.58363909e+00	5.99060005e+00	1.43725461e+01	1.17802583e+01	1.99681479e-04
4.06700000e+00	-2.58363902e+00	5.99060002e+00	1.43725503e+01	1.17802583e+01	1.99877824e-04
4.06800000e+00	-2.58363895e+00	5.99059998e+00	1.43725546e+01	1.17802582e+01	2.00074316e-04
4.06900000e+00	-2.58363888e+00	5.99059995e+00	1.43725588e+01	1.17802582e+01	2.00270944e-04
4.07000000e+00	-2.58363881e+00	5.99059991e+00	1.43725631e+01	1.17802582e+01	2.00467719e-04
4.07100000e+00	-2.58363874e+00	5.99059988e+00	1.43725673e+01	1.17802581e+01	2.00664635e-04
4.07200000e+00	-2.58363867e+00	5.99059984e+00	1.43725716e+01	1.17802581e+01	2.00861697e-04
4.07300000e+00	-2.58363860e+00	5.99059980e+00	1.43725758e+01	1.17802580e+01	2.01058907e-04
4.07400000e+00	-2.58363853e+00	5.99059977e+00	1.43725801e+01	1.17802580e+01	2.01256259e-04
4.07500000e+00	-2.58363846e+00	5.99059973e+00	1.43725843e+01	1.17802580e+01	2.01453764e-04
4.07600000e+00	-2.58363839e+00	5.99059969e+00	1.43725886e+01	1.17802579e+01	2.01651413e-04
4.07700000e+00	-2.58363832e+00	5.99059966e+00	1.43725929e+01	1.17802579e+01	2.01849216e-04
4.07800000e+00	-2.58363825e+00	5.99059962e+00	1.43725971e+01	1.17802579e+01	2.02047166e-04
4.07900000e+00	-2.58363818e+00	5.99059958e+00	1.43726014e+01	1.17802578e+01	2.02245271e-04
4.08000000e+00	-2.58363811e+00	5.99059954e+00	1.43726056e+01	1.17802578e+01	2.02443526e-04
4.08100000e+00	-2.58363804e+00	5.99059951e+00	1.43726099e+01	1.17802578e+01	2.02641937e-04
4.08200000e+00	-2.58363798e+00	5.99059947e+00	1.43726142e+01	1.17802577e+01	2.02840501e-04
4.08300000e+00	-2.58363791e+00	5.99059943e+00	1.43726184e+01	1.17802577e+01	2.03039222e-04
4.08400000e+00	-2.58363784e+00	5.99059939e+00	1.43726227e+01	1.17802576e+01	2.03238098e-04
4.08500000e+00	-2.58363777e+00	5.99059936e+00	1.43726270e+01	1.17802576e+01	2.03437132e-04
4.08600000e+00	-2.58363770e+00	5.99059932e+00	1.43726312e+01	1.17802576e+01	2.03636326e-04
4.08700000e+00	-2.58363763e+00	5.99059928e+00	1.43726355e+01	1.17802575e+01	2.03835676e-04
